Series,PBG,PBU,PBU_1,PBU_2,Focus/DR Flag,Pricing/Lead Time PM,Technical PM
511KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
511KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
511KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
560KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
561KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
561KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
561KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
561KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
561KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP10,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP11,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP12,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP13,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP14,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP15,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP16,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP17,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP18,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP20,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP22,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP24,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP25,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP26,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP28,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP30,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP33,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP36,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP40,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP43,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP45,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP48,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP5.,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP51,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP54,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP58,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP6.,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP60,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP64,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP7.,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP70,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP75,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP78,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP8.,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP85,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP9.,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
5KP90,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
621KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
621KE,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
621KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
621KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
621KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
621KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
680KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
680KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
681KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
681KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
681KK,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
681KM,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
681KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
681KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
751KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
751KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
751KN,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
751KS,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
781KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
781KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
820KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
820KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
820KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
820KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
821KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
821KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
821KS,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
8SP01,Resistors,CPT,CPC,NTC,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
911KD,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
911KH,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
911KN,Resistors,CPT,CPC,MOV,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1022,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1051,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1052,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1081,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1082,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1101,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1131,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1132,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1171,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1172,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1181,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1182,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1201,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1202,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1241,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1242,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1281,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1282,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1291,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
A1292,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
AG-BK,Resistors,CPT,CPC,TSS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ATH30,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ATH36,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ATS22,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ATS24,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ATS33,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ATS36,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B0300,Resistors,CPT,CPC,TSS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B32-0,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B32-1,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B32-2,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B32-3,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B32-4,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B6C/T,Resistors,CPT,CPC,TVS,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B6SA,Resistors,CPT,CPC,TSS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
B800-,Resistors,CPT,CPC,GDT,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BAV11,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK115,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK120,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK130,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK16-,Resistors,CPT,CPC,PTC,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK1XX,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK220,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK230,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK250,Resistors,CPT,CPC,PTC,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK30-,Resistors,CPT,CPC,PTC,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK320,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK330,Resistors,CPT,CPC,SPG,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK60-,Resistors,CPT,CPC,PTC,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BK600,Resistors,CPT,CPC,PTC,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BKN10,Resistors,CPT,CPC,NTC,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BKN15,Resistors,CPT,CPC,NTC,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
BZT52,Resistors,CPT,CPC,ZENER,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
C0402,Resistors,CPT,CPC,ESD,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
C0603,Resistors,CPT,CPC,ESD,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
C0805,Resistors,CPT,CPC,ESD,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
C1206,Resistors,CPT,CPC,ESD,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
C160M,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
DZ020,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBBKS,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBLAD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBLAQ,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBLBT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBLES,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSAT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSBD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSDD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSDT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSED,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSES,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSET,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSFD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBSJD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBU0Q,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUAD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUAQ,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUAT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUBD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUBQ,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUBT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUCD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUCT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUDD,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUDT,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUET,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
EBUFS,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES1A,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES1B,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES1D,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES1G,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES1J,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES2A,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES2B,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES2D,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES2G,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
ES2J,Resistors,CPT,CPC,SWITCH,Yes,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB101,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB102,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB103,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB104,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB105,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB106,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB107,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB201,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB202,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB203,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB204,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB205,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB206,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB207,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB210,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB302,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB303,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB304,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB306,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB307,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB401,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB405,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB410,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB501,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB502,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB503,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB505,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB506,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB507,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB510,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB601,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB602,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB603,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB604,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB605,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB610,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB810,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB820,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB824,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB830,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB836,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB840,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB845,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FB850,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FBB10,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FBB18,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FBB20,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FBB30,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FBB36,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FBC03,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FM820,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FMA20,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW102,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW103,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW201,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW202,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW205,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW302,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW602,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
FW710,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB101,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB102,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB200,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB201,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB202,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB203,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB204,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB205,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB206,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB400,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB404,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB406,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB408,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
GB410,Resistors,CPT,CPC,OTHERS,No,"Aaron Wu - Pricing; 
Flora Shen - Head",William Yang
